Date,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
2008-02-21,9.107131958007812,9.355380261678215,9.100627075835709,9.355380261678215,19715600
2008-02-22,9.138566970825195,9.205777726399235,8.939100792024519,9.192769619935506,14975200
2008-02-25,9.133150100708008,9.148326782484467,9.003064020604892,9.106048765097599,12457800
2008-02-26,9.149409294128418,9.266487239769184,8.985717027189954,9.078945669785346,27465000
2008-02-27,9.290337562561035,9.358633457961412,9.062686507716416,9.10604881032185,28182200
2008-02-28,9.339119911193848,9.371641015925556,9.241554942864559,9.321774660349938,13505600
2008-02-29,8.82961368560791,9.268655597362413,8.82961368560791,9.213368648185345,21929800
2008-03-03,8.76999282836914,8.9651219587459,8.596544436789632,8.867557807091107,24523000
2008-03-04,8.526077270507812,8.726626916212371,8.435016385655194,8.65399556149273,29103400
2008-03-05,8.737470626831055,8.799261640294018,8.554266156496103,8.630149567041096,22854600
2008-03-06,8.565103530883789,8.82961191734941,8.565103530883789,8.726627206607494,20687400
2008-03-07,8.47296142578125,8.61822417846379,8.379732771018665,8.467540828175512,22315800
2008-03-10,8.314688682556152,8.55209662569621,8.30168057196243,8.474044653865668,16942000
2008-03-11,8.64098834991455,8.648576689576085,8.359134670542819,8.546675419492333,17610600
2008-03-12,8.598711013793945,8.726629340312261,8.55209668734065,8.661586305673655,15634600
2008-03-13,8.485969543457031,8.509818849633872,8.29300817830562,8.455616181801808,24979400
2008-03-14,8.319025039672852,8.574861692235842,8.23880532466932,8.56402132432732,22529800
2008-03-17,8.319025039672852,8.319025039672852,8.319025039672852,8.319025039672852,0
2008-03-18,8.124979972839355,8.190023839058755,8.001397950329881,8.13256831362267,22106600
2008-03-19,7.523330211639404,8.19761150949644,7.523330211639404,8.118475253169864,35485600
2008-03-20,7.523330211639404,7.566692509884088,7.317359915277445,7.446362525111939,22990000
2008-03-24,7.588374137878418,7.785671832380571,7.517910498327547,7.577533768809164,21673600
2008-03-25,7.989469528198242,8.021991445968046,7.653413295199412,7.750978221442098,24315000
2008-03-26,8.11955738067627,8.18785242399517,7.876729732920016,8.043673172143997,19476200
2008-03-27,7.925512790679932,8.220375385200214,7.881066213725405,8.156415818106346,12435600
2008-03-28,7.871310710906982,8.024161789014016,7.832284727759017,7.94611064978508,15852000
2008-03-31,8.020910263061523,8.075112928926101,7.826864620018288,7.978632249852516,16134000
2008-04-01,8.212785720825195,8.212785720825195,7.969957254482926,8.129313177061665,21503000
2008-04-02,8.430682182312012,8.487053417284327,8.184602446183924,8.233384514042974,24409200
2008-04-03,8.531499862670898,8.683267502936884,8.349378859765137,8.395993188695394,23154000
2008-04-04,8.564022064208984,8.702780770386946,8.515239990872619,8.553181695363918,21989400
